,Actual_DT,Actual_ET,LI_8100_Vent,Multiplexer_CO2_1,Multiplexer_CO2_2,Multiplexer_CO2_3,Picarro_ANEM,Picarro_CO2,Vent_Anem_Temp
374,2019-09-27 18:29:00,1569630540.0,,,,,1569630667.1,,
375,2019-09-27 18:30:00,1569630600.0,,,,,1569630727.2,,
376,2019-09-30 08:45:00,1569854700.0,,,,,1569854829.2,,
377,2019-09-30 08:46:00,1569854760.0,,,,,1569854889.1,,
378,2019-09-30 19:58:00,1569895080.0,,,,,1569895209.4,,
379,2019-09-30 19:59:00,1569895140.0,,,,,1569895269.4,,
380,2019-09-30 20:00:00,1569895200.0,,,,,1569895329.5,,
381,2019-10-01 08:29:00,1569940140.0,,,,,1569940269.9,,
382,2019-10-01 08:31:00,1569940260.0,,,,,1569940389.6,,
383,2019-10-01 08:32:00,1569940320.0,,,,,1569940449.7,,
384,2019-10-01 19:34:00,1569980040.0,,,,,1569980170.4,,
385,2019-10-01 19:35:00,1569980100.0,,,,,1569980230.1,,
386,2019-10-02 08:28:00,1570026480.0,,,,,1570026610.6,,
387,2019-10-02 08:29:00,1570026540.0,,,,,1570026670.5,,
388,2019-10-02 08:30:00,1570026600.0,,,,,1570026730.6,,
389,2019-10-02 20:06:00,1570068360.0,,,,,1570068491.1,,
390,2019-10-02 20:07:00,1570068420.0,,,,,1570068550.9,,
391,2019-10-02 20:08:00,1570068480.0,,,,,1570068611.2,,
392,2019-10-03 08:29:00,1570112940.0,,,,,1570113071.3,,
393,2019-10-03 08:30:00,1570113000.0,,,,,1570113131.2,,
394,2019-10-03 08:31:00,1570113060.0,,,,,1570113191.2,,
395,2019-09-30 11:46:00,1569865560.0,,1569866069,1569866070,1569866069,,,
396,2019-09-30 11:47:00,1569865620.0,,1569866130,1569866130,1569866130,,,
397,2019-09-30 11:48:00,1569865680.0,,1569866189,1569866189,1569866190,,,
398,2019-09-30 19:52:00,1569894720.0,,1569895233,1569895233,1569895233,,,
399,2019-09-30 19:53:00,1569894780.0,,1569895292,1569895293,1569895292,,,
400,2019-09-30 19:54:00,1569894840.0,,1569895353,1569895353,1569895353,,,
401,2019-10-01 08:42:00,1569940920.0,,1569941439,1569941439,1569941439,,,
402,2019-10-01 08:43:00,1569940980.0,,1569941499,1569941499,1569941499,,,
403,2019-10-01 08:44:00,1569941040.0,,1569941558,1569941560,1569941558,,,
404,2019-10-01 19:31:00,1569979860.0,,1569980383,1569980383,1569980384,,,
405,2019-10-01 19:32:00,1569979920.0,,1569980443,1569980444,1569980443,,,
406,2019-10-02 08:21:00,1570026060.0,,1570026588,1570026589,1570026589,,,
407,2019-10-02 08:22:00,1570026120.0,,1570026649,1570026650,1570026650,,,
408,2019-10-02 08:23:10,1570026190.0,,1570026719,1570026720,1570026720,,,
409,2019-10-02 20:01:00,1570068060.0,,1570068593,1570068593,1570068593,,,
410,2019-10-02 20:02:00,1570068120.0,,1570068654,1570068654,1570068654,,,
411,2019-10-02 20:03:00,1570068180.0,,1570068714,1570068715,1570068715,,,
412,2019-10-03 08:36:00,1570113360.0,,1570113900,1570113900,1570113900,,,
413,2019-10-03 08:37:00,1570113420.0,,1570113959,1570113959,1570113959,,,
414,2019-10-03 13:13:00,1570129980.0,,1570130522,1570130522,1570130522,,,
415,2019-10-03 13:14:00,1570130040.0,,1570130583,1570130583,1570130583,,,
416,2019-08-15 09:31:55,1565883115.0,,,,,,,1565883201.0
417,2019-08-15 16:39:55,1565908795.0,,,,,,,1565908884.0
418,2019-08-16 08:35:55,1565966155.0,,,,,,,1565966249.0
419,2019-08-16 16:51:55,1565995915.0,,,,,,,1565996013.0
420,2019-08-19 08:34:55,1566225295.0,,,,,,,1566225418.0
421,2019-08-19 19:02:55,1566262975.0,,,,,,,1566263102.0
422,2019-08-20 08:17:55,1566310675.0,,,,,,,1566310806.0
423,2019-08-20 21:40:55,1566358855.0,,,,,,,1566358990.0
424,2019-08-21 08:37:55,1566398275.0,,,,,,,1566398416.0
425,2019-08-29 08:35:55,1567089355.0,,,,,,,1567089572.0
426,2019-08-29 18:45:55,1567125955.0,,,,,,,1567126175.0
427,2019-08-30 08:47:55,1567176475.0,,,,,,,1567176700.0
428,2019-08-30 18:01:55,1567209715.0,,,,,,,1567209944.0
429,2019-09-04 08:31:55,1567607515.0,,,,,,,1567607787.0
430,2019-09-05 08:33:55,1567694035.0,,,,,,,1567694315.0
431,2019-09-06 18:20:55,1567815655.0,,,,,,,1567815948.0
432,2019-09-09 08:47:55,1568040475.0,,,,,,,1568040792.0
433,2019-09-09 20:11:55,1568081515.0,,,,,,,1568081835.0
434,2019-09-10 08:33:55,1568126035.0,,,,,,,1568126360.0
435,2019-09-10 18:47:55,1568162875.0,,,,,,,1568163204.0
436,2019-09-11 08:41:55,1568212915.0,,,,,,,1568213250.0
437,2019-09-11 19:36:55,1568252215.0,,,,,,,1568252554.0
438,2019-09-12 08:45:55,1568299555.0,,,,,,,1568299899.0
439,2019-09-12 17:13:55,1568330035.0,,,,,,,1568330382.0
440,2019-09-13 08:47:55,1568386075.0,,,,,,,1568386428.0
441,2019-09-13 09:03:55,1568387035.0,,,,,,,1568387388.0
442,2019-09-14 10:56:55,1568480215.0,,,,,,,1568480578.0
443,2019-09-16 09:11:55,1568646715.0,,,,,,,1568647095.0
444,2019-09-16 21:33:55,1568691235.0,,,,,,,1568691619.0
445,2019-09-17 08:36:55,1568731015.0,,,,,,,1568731405.0
446,2019-09-17 18:26:55,1568766415.0,,,,,,,1568766808.0
447,2019-09-18 08:59:55,1568818795.0,,,,,,,1568819194.0
448,2019-09-18 19:03:55,1568855035.0,,,,,,,1568855438.0
449,2019-09-19 08:43:55,1568904235.0,,,,,,,1568904644.0
450,2019-09-19 19:16:55,1568942215.0,,,,,,,1568942627.0
451,2019-09-19 19:28:55,1568942935.0,,,,,,,1568943350.0
452,2019-09-20 16:23:00,1569018180.0,,,,,,,1569018600.0
453,2019-09-26 12:37:00,1569523020.0,,,,,,,1569523494.0
454,2019-09-27 08:23:55,1569594235.0,,,,,,,1569594718.0
455,2019-09-27 08:34:55,1569594895.0,,,,,,,1569595379.0
456,2019-09-27 18:17:55,1569629875.0,,,,,,,1569630360.0
457,2019-09-30 08:54:55,1569855295.0,,,,,,,1569855803.0
458,2019-09-30 19:45:55,1569894355.0,,,,,,,1569894868.0
459,2019-10-01 08:49:55,1569941395.0,,,,,,,1569941913.0
460,2019-10-01 19:24:55,1569979495.0,,,,,,,1569980016.0
461,2019-10-02 08:33:55,1570026835.0,,,,,,,1570027361.0
462,2019-10-02 19:51:55,1570067515.0,,,,,,,1570068046.0
463,2019-10-03 08:41:55,1570113715.0,,,,,,,1570114251.0
464,2019-10-03 13:06:55,1570129615.0,,,,,,,1570130153.0
465,2019-10-16 10:36:55,1571243815.0,,,,,,,1571244467.0
466,2019-10-16 19:46:55,1571276815.0,,,,,,,1571277471.0
467,2019-10-17 08:50:55,1571323855.0,,,,,,,1571324516.0
468,2019-10-18 08:23:55,1571408635.0,,,,,,,1571409305.0
469,2019-10-18 08:34:55,1571409295.0,,,,,,,1571409965.0
470,2019-10-19 13:53:55,1571514835.0,,,,,,,1571515516.0
471,2019-10-22 08:34:55,1571754895.0,,,,,,,1571755600.0
472,2019-10-22 18:56:55,1571792215.0,,,,,,,1571792925.0
473,2019-10-23 08:54:55,1571842495.0,,,,,,,1571843210.0
474,2019-10-23 19:49:55,1571881795.0,,,,,,,1571882513.0
475,2019-10-24 08:46:55,1571928415.0,,,,,,,1571929138.0
476,2019-10-24 19:07:55,1571965675.0,,,,,,,1571966403.0
477,2019-10-25 09:10:55,1572016255.0,,,,,,,1572016989.0
478,2019-10-25 17:30:55,1572046255.0,,,,,,,1572046992.0
479,2019-10-29 08:35:55,1572359755.0,,,,,,,1572360522.0
480,2019-10-30 18:44:55,1572482695.0,,,,,,,1572483474.0
481,2019-09-24 08:50:00,1569336600.0,1569337196,,,,,,
482,2019-09-24 08:51:00,1569336660.0,1569337256,,,,,,
483,2019-09-24 08:52:00,1569336720.0,1569337316,,,,,,
484,2019-09-25 19:28:00,1569461280.0,1569461873,,,,,,
485,2019-09-25 19:29:00,1569461340.0,1569461933,,,,,,
486,2019-09-25 19:30:00,1569461400.0,1569461993,,,,,,
487,2019-09-26 12:34:00,1569522840.0,1569523454,,,,,,
488,2019-09-26 12:35:00,1569522900.0,1569523513,,,,,,
489,2019-09-26 12:36:00,1569522960.0,1569523574,,,,,,
490,2019-09-27 08:21:00,1569594060.0,1569594671,,,,,,
491,2019-09-27 08:22:00,1569594120.0,1569594732,,,,,,
492,2019-09-27 08:23:00,1569594180.0,1569594791,,,,,,
493,2019-09-27 08:32:00,1569594720.0,1569595340,,,,,,
494,2019-09-27 08:33:00,1569594780.0,1569595400,,,,,,
495,2019-09-27 08:34:00,1569594840.0,1569595460,,,,,,
496,2019-09-27 18:21:00,1569630060.0,1569630678,,,,,,
497,2019-09-27 18:22:00,1569630120.0,1569630739,,,,,,
498,2019-09-27 18:23:00,1569630180.0,1569630799,,,,,,
499,2019-09-30 08:59:00,1569855540.0,1569856182,,,,,,
500,2019-09-30 09:00:00,1569855600.0,1569856242,,,,,,
501,2019-09-30 09:01:00,1569855660.0,1569856302,,,,,,
502,2019-09-30 19:47:00,1569894420.0,1569895061,,,,,,
503,2019-09-30 19:48:00,1569894480.0,1569895122,,,,,,
504,2019-09-30 19:49:00,1569894540.0,1569895181,,,,,,
505,2019-10-01 08:52:00,1569941520.0,1569942171,,,,,,
506,2019-10-01 08:53:00,1569941580.0,1569942231,,,,,,
507,2019-10-01 08:54:00,1569941640.0,1569942290,,,,,,
508,2019-10-01 19:26:00,1569979560.0,1569980210,,,,,,
509,2019-10-01 19:27:00,1569979620.0,1569980270,,,,,,
510,2019-10-02 08:36:00,1570026960.0,1570027617,,,,,,
511,2019-10-02 08:37:00,1570027020.0,1570027678,,,,,,
512,2019-10-02 08:38:00,1570027080.0,1570027738,,,,,,
513,2019-10-02 19:55:00,1570067700.0,1570068357,,,,,,
514,2019-10-02 19:56:00,1570067760.0,1570068416,,,,,,
515,2019-10-03 08:44:00,1570113840.0,1570114505,,,,,,
516,2019-10-03 08:45:00,1570113900.0,1570114566,,,,,,
517,2019-10-03 08:46:00,1570113960.0,1570114626,,,,,,
518,2019-10-03 13:09:00,1570129740.0,1570130405,,,,,,
519,2019-10-03 13:10:00,1570129800.0,1570130465,,,,,,
520,2019-10-03 13:11:00,1570129860.0,1570130525,,,,,,
521,2019-10-03 13:18:00,1570130280.0,,,,,,1570130414.2,
522,2019-10-03 13:19:00,1570130340.0,,,,,,1570130474.0,
523,2019-10-03 13:20:00,1570130400.0,,,,,,1570130534.1,
524,2019-10-16 11:07:00,1571245620.0,,,,,,1571245755.7,
525,2019-10-16 11:09:00,1571245740.0,,,,,,1571245875.6,
526,2019-10-16 11:10:00,1571245800.0,,,,,,1571245936.0,
527,2019-10-16 19:54:00,1571277240.0,,,,,,1571277376.1,
528,2019-10-16 19:55:00,1571277300.0,,,,,,1571277436.0,
529,2019-10-16 19:56:00,1571277360.0,,,,,,1571277496.1,
530,2019-10-17 08:25:00,1571322300.0,,,,,,1571322436.5,
531,2019-10-17 08:26:00,1571322360.0,,,,,,1571322496.5,
532,2019-10-17 08:27:00,1571322420.0,,,,,,1571322556.4,
533,2019-10-18 08:43:00,1571409780.0,,,,,,1571409917.5,
534,2019-10-18 08:44:00,1571409840.0,,,,,,1571409977.4,
535,2019-10-18 08:45:00,1571409900.0,,,,,,1571410037.4,
536,2019-10-19 14:00:00,1571515200.0,,,,,,1571515338.6,
537,2019-10-19 14:01:00,1571515260.0,,,,,,1571515398.5,
538,2019-10-19 14:02:00,1571515320.0,,,,,,1571515458.4,
539,2019-10-22 08:25:00,1571754300.0,,,,,,1571754440.6,
540,2019-10-22 08:26:00,1571754360.0,,,,,,1571754500.6,
541,2019-10-22 08:27:00,1571754420.0,,,,,,1571754560.6,
542,2019-10-22 19:05:00,1571792700.0,,,,,,1571792841.0,
543,2019-10-22 19:06:00,1571792760.0,,,,,,1571792900.8,
544,2019-10-22 19:07:00,1571792820.0,,,,,,1571792960.8,
545,2019-10-23 08:31:00,1571841060.0,,,,,,1571841201.6,
546,2019-10-23 08:32:00,1571841120.0,,,,,,1571841261.4,
547,2019-10-23 08:33:00,1571841180.0,,,,,,1571841321.3,
548,2019-10-23 19:59:00,1571882340.0,,,,,,1571882482.0,
549,2019-10-23 20:00:00,1571882400.0,,,,,,1571882541.9,
550,2019-10-23 20:01:00,1571882460.0,,,,,,1571882601.9,
551,2019-10-24 08:29:00,1571927340.0,,,,,,1571927482.4,
552,2019-10-24 08:30:00,1571927400.0,,,,,,1571927542.2,
553,2019-10-24 19:14:00,1571966040.0,,,,,,1571966182.7,
554,2019-10-24 19:15:00,1571966100.0,,,,,,1571966242.5,
555,2019-10-24 19:16:00,1571966160.0,,,,,,1571966302.6,
556,2019-10-25 08:56:00,1572015360.0,,,,,,1572015503.0,
557,2019-10-25 08:57:00,1572015420.0,,,,,,1572015562.8,
558,2019-10-25 08:58:00,1572015480.0,,,,,,1572015622.8,
559,2019-10-25 17:25:00,1572045900.0,,,,,,1572046043.2,
560,2019-10-25 17:26:00,1572045960.0,,,,,,1572046103.3,
561,2019-10-25 17:27:00,1572046020.0,,,,,,1572046163.1,
562,2019-10-29 08:14:00,1572358440.0,,,,,,1572358585.3,
563,2019-10-29 08:15:00,1572358500.0,,,,,,1572358645.7,
564,2019-10-29 08:16:00,1572358560.0,,,,,,1572358705.4,
565,2019-10-30 18:52:00,1572483120.0,,,,,,1572483265.3,
566,2019-10-30 18:53:00,1572483180.0,,,,,,1572483325.4,
567,2019-10-30 18:54:00,1572483240.0,,,,,,1572483385.3,
568,2019-10-03 13:18:00,1570130280.0,,,,,1570130411.7,,
569,2019-10-03 13:19:00,1570130340.0,,,,,1570130471.5,,
570,2019-10-03 13:20:00,1570130400.0,,,,,1570130531.5,,
571,2019-10-16 11:07:00,1571245620.0,,,,,1571245753.1,,
572,2019-10-16 11:09:00,1571245740.0,,,,,1571245873.0,,
573,2019-10-16 11:10:00,1571245800.0,,,,,1571245933.2,,
574,2019-10-16 19:54:00,1571277240.0,,,,,1571277373.4,,
575,2019-10-16 19:55:00,1571277300.0,,,,,1571277433.4,,
576,2019-10-16 19:56:00,1571277360.0,,,,,1571277493.5,,
577,2019-10-17 08:25:00,1571322300.0,,,,,1571322434.0,,
578,2019-10-17 08:26:00,1571322360.0,,,,,1571322493.9,,
579,2019-10-17 08:27:00,1571322420.0,,,,,1571322553.9,,
580,2019-10-18 08:43:00,1571409780.0,,,,,1571409914.9,,
581,2019-10-18 08:44:00,1571409840.0,,,,,1571409974.8,,
582,2019-10-18 08:45:00,1571409900.0,,,,,1571410034.8,,
583,2019-10-19 14:00:00,1571515200.0,,,,,1571515335.9,,
584,2019-10-19 14:01:00,1571515260.0,,,,,1571515395.9,,
585,2019-10-22 08:25:00,1571754300.0,,,,,1571754437.7,,
586,2019-10-22 08:26:00,1571754360.0,,,,,1571754497.8,,
587,2019-10-22 08:27:00,1571754420.0,,,,,1571754557.6,,
588,2019-10-22 19:05:00,1571792700.0,,,,,1571792838.3,,
589,2019-10-22 19:06:00,1571792760.0,,,,,1571792898.2,,
590,2019-10-22 19:07:00,1571792820.0,,,,,1571792958.2,,
591,2019-10-23 08:31:00,1571841060.0,,,,,1571841199.0,,
592,2019-10-23 08:32:00,1571841120.0,,,,,1571841258.8,,
593,2019-10-23 08:33:00,1571841180.0,,,,,1571841318.6,,
594,2019-10-23 19:59:00,1571882340.0,,,,,1571882479.2,,
595,2019-10-23 20:00:00,1571882400.0,,,,,1571882539.2,,
596,2019-10-23 20:01:00,1571882460.0,,,,,1571882599.1,,
597,2019-10-24 08:29:00,1571927340.0,,,,,1571927479.7,,
598,2019-10-24 08:30:00,1571927400.0,,,,,1571927539.4,,
599,2019-10-24 08:31:00,1571927460.0,,,,,1571927599.5,,
600,2019-10-24 19:14:00,1571966040.0,,,,,1571966180.0,,
601,2019-10-24 19:15:00,1571966100.0,,,,,1571966239.7,,
602,2019-10-24 19:16:00,1571966160.0,,,,,1571966300.0,,
603,2019-10-25 08:56:00,1572015360.0,,,,,1572015500.3,,
604,2019-10-25 08:57:00,1572015420.0,,,,,1572015560.1,,
605,2019-10-25 08:58:00,1572015480.0,,,,,1572015620.1,,
606,2019-10-25 17:25:00,1572045900.0,,,,,1572046040.5,,
607,2019-10-25 17:26:00,1572045960.0,,,,,1572046100.7,,
608,2019-10-25 17:27:00,1572046020.0,,,,,1572046160.5,,
609,2019-10-29 08:14:00,1572358440.0,,,,,1572358582.6,,
610,2019-10-29 08:15:00,1572358500.0,,,,,1572358642.9,,
611,2019-10-29 08:16:00,1572358560.0,,,,,1572358702.7,,
612,2019-10-30 18:52:00,1572483120.0,,,,,1572483262.6,,
613,2019-10-30 18:53:00,1572483180.0,,,,,1572483322.6,,
614,2019-10-30 18:54:00,1572483240.0,,,,,1572483382.5,,
615,2019-10-22 08:50:00,1571755800.0,,1571756547,1571756547,1571756547,,,
616,2019-10-22 08:51:00,1571755860.0,,1571756606,1571756606,1571756608,,,
617,2019-10-22 08:52:00,1571755920.0,,1571756667,1571756667,1571756667,,,
618,2019-10-22 18:52:00,1571791920.0,,1571792671,1571792671,1571792671,,,
619,2019-10-22 18:53:00,1571791980.0,,1571792730,1571792731,1571792730,,,
620,2019-10-22 18:54:00,1571792040.0,,1571792790,1571792790,1571792791,,,
621,2019-10-23 08:45:00,1571841900.0,,1571842657,1571842657,1571842657,,,
622,2019-10-23 08:46:00,1571841960.0,,1571842716,1571842717,1571842717,,,
623,2019-10-23 08:47:00,1571842020.0,,1571842777,1571842778,1571842777,,,
624,2019-10-23 19:46:00,1571881560.0,,1571882321,1571882322,1571882321,,,
625,2019-10-23 19:47:00,1571881620.0,,1571882381,1571882381,1571882381,,,
626,2019-10-23 19:48:00,1571881680.0,,1571882441,1571882441,1571882441,,,
627,2019-10-24 08:38:00,1571927880.0,,1571928648,1571928647,1571928648,,,
628,2019-10-24 08:39:00,1571927940.0,,1571928707,1571928707,1571928708,,,
629,2019-10-24 08:40:00,1571928000.0,,1571928767,1571928767,1571928767,,,
630,2019-10-24 19:04:00,1571965440.0,,1571966212,1571966210,1571966210,,,
631,2019-10-24 19:05:00,1571965500.0,,1571966272,1571966272,1571966272,,,
632,2019-10-24 19:06:00,1571965560.0,,1571966332,1571966331,1571966332,,,
633,2019-10-25 09:04:00,1572015840.0,,1572016617,1572016617,1572016619,,,
634,2019-10-25 09:05:00,1572015900.0,,1572016678,1572016678,1572016678,,,
635,2019-10-29 08:27:00,1572359220.0,,1572360043,1572360043,1572360043,,,
636,2019-10-29 08:28:00,1572359280.0,,1572360103,1572360104,1572360104,,,
637,2019-10-29 08:29:00,1572359340.0,,1572360164,1572360164,1572360164,,,
638,2019-10-30 18:41:00,1572482460.0,,1572483300,1572483300,1572483300,,,
639,2019-10-30 18:42:00,1572482520.0,,1572483360,1572483360,1572483360,,,
640,2019-10-30 18:43:00,1572482580.0,,1572483420,1572483420,1572483420,,,
641,2019-10-16 10:39:00,1571243940.0,1571244703,,,,,,
642,2019-10-16 10:40:00,1571244000.0,1571244763,,,,,,
643,2019-10-16 10:41:00,1571244060.0,1571244823,,,,,,
644,2019-10-16 19:49:00,1571276940.0,1571277702,,,,,,
645,2019-10-16 19:50:00,1571277000.0,1571277762,,,,,,
646,2019-10-17 08:44:00,1571323440.0,1571324210,,,,,,
647,2019-10-17 08:45:00,1571323500.0,1571324270,,,,,,
648,2019-10-17 08:46:00,1571323560.0,1571324330,,,,,,
649,2019-10-18 08:26:00,1571408760.0,1571409528,,,,,,
650,2019-10-18 08:27:00,1571408820.0,1571409588,,,,,,
651,2019-10-18 08:28:00,1571408880.0,1571409648,,,,,,
652,2019-10-18 08:32:00,1571409120.0,1571409898,,,,,,
653,2019-10-18 08:33:00,1571409180.0,1571409957,,,,,,
654,2019-10-18 08:34:00,1571409240.0,1571410017,,,,,,
655,2019-10-19 13:55:00,1571514900.0,1571515675,,,,,,
656,2019-10-19 13:56:00,1571514960.0,1571515735,,,,,,
657,2019-10-19 13:57:00,1571515020.0,1571515795,,,,,,
658,2019-10-22 08:39:00,1571755140.0,1571755948,,,,,,
659,2019-10-22 08:40:00,1571755200.0,1571756008,,,,,,
660,2019-10-22 08:41:00,1571755260.0,1571756069,,,,,,
661,2019-10-22 18:59:00,1571792340.0,1571793147,,,,,,
662,2019-10-22 19:00:00,1571792400.0,1571793207,,,,,,
663,2019-10-22 19:01:00,1571792460.0,1571793267,,,,,,
664,2019-10-23 08:57:00,1571842620.0,1571843436,,,,,,
665,2019-10-23 08:58:00,1571842680.0,1571843496,,,,,,
666,2019-10-23 08:59:00,1571842740.0,1571843556,,,,,,
667,2019-10-23 19:52:00,1571881920.0,1571882735,,,,,,
668,2019-10-23 19:53:00,1571881980.0,1571882795,,,,,,
669,2019-10-23 19:54:00,1571882040.0,1571882855,,,,,,
670,2019-10-24 08:48:00,1571928480.0,1571929304,,,,,,
671,2019-10-24 08:49:00,1571928540.0,1571929363,,,,,,
672,2019-10-24 08:50:00,1571928600.0,1571929424,,,,,,
673,2019-10-24 19:09:00,1571965740.0,1571966563,,,,,,
674,2019-10-24 19:10:00,1571965800.0,1571966623,,,,,,
675,2019-10-24 19:11:00,1571965860.0,1571966683,,,,,,
676,2019-10-25 09:11:00,1572016260.0,1572017092,,,,,,
677,2019-10-25 09:12:00,1572016320.0,1572017152,,,,,,
678,2019-10-25 09:13:00,1572016380.0,1572017212,,,,,,
679,2019-10-25 17:33:00,1572046380.0,1572047210,,,,,,
680,2019-10-25 17:34:00,1572046440.0,1572047270,,,,,,
681,2019-10-25 17:35:00,1572046500.0,1572047331,,,,,,
682,2019-10-29 08:38:00,1572359880.0,1572360739,,,,,,
683,2019-10-29 08:39:00,1572359940.0,1572360799,,,,,,
684,2019-10-30 18:46:00,1572482760.0,1572483617,,,,,,
685,2019-10-30 18:47:00,1572482820.0,1572483677,,,,,,
686,2019-10-30 18:48:00,1572482880.0,1572483737,,,,,,
687,2019-11-06 08:59:00,1573055940.0,,,,,,,1573056770.0
688,2019-11-06 18:52:05,1573091525.0,,,,,,,1573092359.0
689,2019-11-07 08:47:00,1573141620.0,,,,,,,1573142459.0
690,2019-11-07 19:51:00,1573181460.0,,,,,,,1573182303.0
691,2019-11-08 08:42:00,1573227720.0,,,,,,,1573228568.0
692,2019-11-09 10:09:00,1573319340.0,,,,,,,1573320198.0
693,2019-11-11 10:25:00,1573493100.0,,,,,,,1573493976.0
694,2019-11-11 21:17:00,1573532220.0,,,,,,,1573533100.0
695,2019-11-12 08:53:00,1573573980.0,,,,,,,1573574863.0
696,2019-11-12 19:05:00,1573610700.0,,,,,,,1573611588.0
697,2019-11-12 19:09:00,1573610940.0,,,,,,,1573611828.0
698,2019-11-14 08:29:00,1573745340.0,,,,,,,1573746242.0
699,2019-11-14 08:34:05,1573745645.0,,,,,,,1573746546.0
700,2019-11-04 14:15:00,1572902100.0,,,,,,1572902249.7,
701,2019-11-04 14:16:00,1572902160.0,,,,,,1572902309.5,
702,2019-11-04 14:17:00,1572902220.0,,,,,,1572902369.6,
703,2019-11-06 08:44:00,1573055040.0,,,,,,1573055190.8,
704,2019-11-06 08:45:00,1573055100.0,,,,,,1573055250.6,
705,2019-11-06 08:46:00,1573055160.0,,,,,,1573055310.6,
706,2019-11-06 19:01:00,1573092060.0,,,,,,1573092211.1,
707,2019-11-06 19:02:00,1573092120.0,,,,,,1573092271.0,
708,2019-11-06 19:03:00,1573092180.0,,,,,,1573092331.1,
709,2019-11-07 08:40:00,1573141200.0,,,,,,1573141351.7,
710,2019-11-07 08:41:00,1573141260.0,,,,,,1573141411.5,
711,2019-11-08 08:34:00,1573227240.0,,,,,,1573227392.5,
712,2019-11-08 08:35:00,1573227300.0,,,,,,1573227452.6,
713,2019-11-08 08:36:00,1573227360.0,,,,,,1573227512.7,
714,2019-11-09 10:16:00,1573319760.0,,,,,,1573319913.7,
715,2019-11-09 10:17:00,1573319820.0,,,,,,1573319973.6,
716,2019-11-09 10:18:00,1573319880.0,,,,,,1573320033.7,
717,2019-11-11 10:16:00,1573492560.0,,,,,,1573492715.7,
718,2019-11-11 10:17:00,1573492620.0,,,,,,1573492775.7,
719,2019-11-11 10:18:00,1573492680.0,,,,,,1573492835.6,
720,2019-11-11 21:28:00,1573532880.0,,,,,,1573533036.2,
721,2019-11-11 21:29:00,1573532940.0,,,,,,1573533096.0,
722,2019-11-11 21:30:00,1573533000.0,,,,,,1573533156.1,
723,2019-11-12 19:24:00,1573611840.0,,,,,,1573611997.0,
724,2019-11-12 19:25:00,1573611900.0,,,,,,1573612057.0,
725,2019-11-12 19:26:00,1573611960.0,,,,,,1573612117.0,
726,2019-11-14 08:46:00,1573746360.0,,,,,,1573746518.5,
727,2019-11-14 08:47:00,1573746420.0,,,,,,1573746578.6,
728,2019-11-14 08:48:00,1573746480.0,,,,,,1573746638.5,
729,2019-11-04 14:15:00,1572902100.0,,,,,1572902247.0,,
730,2019-11-04 14:16:00,1572902160.0,,,,,1572902306.8,,
731,2019-11-04 14:17:00,1572902220.0,,,,,1572902366.9,,
732,2019-11-06 08:44:00,1573055040.0,,,,,1573055188.1,,
733,2019-11-06 08:45:00,1573055100.0,,,,,1573055247.9,,
734,2019-11-06 08:46:00,1573055160.0,,,,,1573055307.9,,
735,2019-11-06 19:01:00,1573092060.0,,,,,1573092208.4,,
736,2019-11-06 19:02:00,1573092120.0,,,,,1573092268.2,,
737,2019-11-06 19:03:00,1573092180.0,,,,,1573092328.4,,
738,2019-11-07 08:39:00,1573141140.0,,,,,1573141289.2,,
739,2019-11-07 08:40:00,1573141200.0,,,,,1573141348.9,,
740,2019-11-08 08:34:00,1573227240.0,,,,,1573227389.8,,
741,2019-11-08 08:35:00,1573227300.0,,,,,1573227449.8,,
742,2019-11-08 08:36:00,1573227360.0,,,,,1573227510.0,,
743,2019-11-09 10:16:00,1573319760.0,,,,,1573319911.1,,
744,2019-11-09 10:17:00,1573319820.0,,,,,1573319971.0,,
745,2019-11-09 10:18:00,1573319880.0,,,,,1573320031.1,,
746,2019-11-11 10:16:00,1573492560.0,,,,,1573492713.0,,
747,2019-11-11 10:17:00,1573492620.0,,,,,1573492773.0,,
748,2019-11-11 10:18:00,1573492680.0,,,,,1573492832.9,,
749,2019-11-11 21:28:00,1573532880.0,,,,,1573533033.4,,
750,2019-11-11 21:29:00,1573532940.0,,,,,1573533093.3,,
751,2019-11-11 21:30:00,1573533000.0,,,,,1573533153.4,,
752,2019-11-12 19:24:00,1573611840.0,,,,,1573611994.3,,
753,2019-11-12 19:25:00,1573611900.0,,,,,1573612054.3,,
754,2019-11-12 19:26:00,1573611960.0,,,,,1573612114.3,,
755,2019-11-06 08:52:00,1573055520.0,,1573056437,1573056437,1573056437,,,
756,2019-11-06 08:53:00,1573055580.0,,1573056496,1573056496,1573056496,,,
757,2019-11-06 08:54:00,1573055640.0,,1573056556,1573056556,1573056557,,,
758,2019-11-06 18:48:00,1573091280.0,,1573092200,1573092200,1573092200,,,
759,2019-11-06 18:49:00,1573091340.0,,1573092260,1573092260,1573092260,,,
760,2019-11-07 08:32:00,1573140720.0,,1573141648,1573141648,1573141648,,,
761,2019-11-07 08:33:00,1573140780.0,,1573141708,1573141709,1573141709,,,
762,2019-11-07 19:47:00,1573181220.0,,1573182151,1573182151,1573182151,,,
763,2019-11-07 19:49:00,1573181340.0,,1573182271,1573182271,1573182271,,,
764,2019-11-11 11:47:00,1573498020.0,,1573498992,1573498992,1573498992,,,
765,2019-11-11 11:48:00,1573498080.0,,1573499052,1573499052,1573499052,,,
